,TUCASEID,TEAGE_EC,TEELDUR,TEELWHO,TEELYRS,TRELHH,TUECLNO,TULINENO,TXAGE_EC,TXELDUR,TXELWHO,TXELYRS
437,20180301181122,80,4,34,1,0,3,-1,60,0,0,0
438,20180301181122,75,4,56,2,0,4,-1,0,0,0,0
439,20180301181139,85,1,33,-1,0,3,-1,60,0,0,-1
440,20180301181253,72,1,33,-1,0,3,-1,0,0,0,-1
441,20180301181431,69,1,44,-1,0,3,-1,0,0,0,-1
442,20180301181431,80,1,44,-1,0,4,-1,0,0,0,-1
443,20180301181431,70,1,44,-1,0,5,-1,0,0,0,-1
444,20180301181431,80,1,44,-1,0,6,-1,0,0,0,-1
445,20180301181562,73,1,39,-1,0,5,-1,0,0,0,-1
446,20180301181562,77,1,40,-1,0,6,-1,0,0,0,-1
447,20180301181614,80,4,47,2,0,6,-1,60,0,0,0
448,20180301181668,80,1,47,-1,0,5,-1,60,0,0,-1
449,20180301181754,51,4,33,3,0,3,-1,0,0,0,0
450,20180301181990,70,3,44,-1,0,3,-1,0,0,0,-1
451,20180301181990,75,3,44,-1,0,4,-1,0,0,0,-1
452,20180301181990,72,3,44,-1,0,5,-1,0,0,0,-1
453,20180301182196,85,4,56,4,0,5,-1,61,0,0,0
454,20180301182196,80,4,56,4,0,6,-1,61,0,0,0
455,20180301182196,85,4,56,4,0,7,-1,61,0,0,0
456,20180301182196,79,4,56,4,0,8,-1,42,0,0,0
457,20180301182196,70,4,34,4,0,9,-1,42,0,42,0
458,20180301182230,80,1,33,-1,0,3,-1,60,0,0,-1
459,20180301182230,85,3,34,-1,0,4,-1,0,0,0,-1
460,20180301182454,85,4,43,4,0,6,-1,60,0,0,0
461,20180302180053,85,3,34,-1,0,2,-1,60,0,0,-1
462,20180302180095,79,4,43,2,0,2,-1,0,0,0,0
463,20180302180095,80,2,43,-1,0,3,-1,60,0,0,-1
464,20180302180101,51,1,38,-1,0,3,-1,0,0,0,-1
465,20180302180134,85,4,34,3,0,3,-1,60,0,0,0
466,20180302180141,60,4,24,2,1,2,2,0,0,0,0
467,20180302180142,70,4,56,3,0,4,-1,0,0,0,0
468,20180302180156,61,4,20,36,1,2,2,0,0,0,0
469,20180302180179,52,4,44,2,0,2,-1,0,0,0,0
470,20180302180502,71,4,41,8,0,4,-1,0,0,0,0
471,20180302180502,70,4,47,9,0,5,-1,0,0,0,0
472,20180302180512,69,1,34,-1,0,2,-1,0,0,0,-1
473,20180302180512,67,3,39,-1,0,3,-1,0,0,0,-1
474,20180302180586,74,4,35,3,0,2,-1,0,0,0,0
475,20180302180594,77,4,47,4,0,3,-1,0,0,0,0
476,20180302180594,85,4,48,7,0,4,-1,0,0,0,0
477,20180302180594,80,2,47,-1,0,5,-1,0,0,0,-1
478,20180302180594,80,2,48,-1,0,6,-1,60,0,0,-1
479,20180302180594,85,1,49,-1,0,7,-1,60,0,0,-1
480,20180302180608,77,4,39,4,0,6,-1,0,0,0,0
481,20180302180622,76,4,33,3,0,5,-1,0,0,0,0
482,20180302180622,79,4,34,3,0,6,-1,0,0,0,0
483,20180302180632,85,4,47,2,0,4,-1,60,0,0,0
484,20180302180632,73,4,24,3,1,2,2,0,0,0,0
485,20180302180632,71,3,30,-1,1,3,3,0,0,0,-1
486,20180302180675,80,4,24,5,1,2,2,0,0,0,0
487,20180302180678,73,3,33,-1,0,4,-1,0,0,0,-1
488,20180302180697,72,4,34,4,0,5,-1,0,0,0,0
489,20180302180782,85,4,34,2,0,3,-1,60,0,0,0
490,20180302180804,73,4,39,5,0,5,-1,0,0,0,0
491,20180302180826,65,2,20,-1,1,2,2,0,0,0,-1
492,20180302180858,73,4,34,2,0,6,-1,0,0,0,0
493,20180302180858,72,4,40,2,0,7,-1,0,0,0,0
494,20180302180863,85,4,33,10,0,2,-1,0,0,0,0
495,20180302180863,80,4,34,10,0,3,-1,60,0,0,0
496,20180302180891,80,2,34,-1,0,4,-1,0,0,0,-1
497,20180302180905,80,1,33,-1,0,2,-1,60,0,0,-1
498,20180302180914,85,4,34,4,0,3,-1,60,0,0,0
499,20180302180933,74,1,47,-1,0,6,-1,0,0,0,-1
500,20180302180958,75,3,25,-1,1,2,2,0,0,0,-1
501,20180302180960,61,1,33,-1,0,4,-1,0,0,0,-1
502,20180302180960,71,4,47,10,0,5,-1,0,0,0,0
503,20180302181027,85,4,33,20,0,2,-1,60,0,0,0
504,20180302181031,75,4,47,6,0,4,-1,0,0,0,0
505,20180302181035,76,1,47,-1,0,5,-1,0,0,0,-1
506,20180302181035,80,2,49,-1,0,6,-1,60,0,0,-1
507,20180302181046,68,4,33,20,0,2,-1,0,0,0,0
508,20180302181046,67,4,34,7,0,3,-1,0,0,0,0
509,20180302181064,80,3,49,-1,0,3,-1,60,0,0,-1
510,20180302181067,68,4,24,12,1,4,4,0,0,0,0
511,20180302181086,65,2,43,-1,0,2,-1,0,0,0,-1
512,20180302181093,78,3,34,-1,0,5,-1,0,0,0,-1
513,20180302181124,85,4,34,2,0,4,-1,60,0,0,0
514,20180302181124,80,4,33,3,0,5,-1,60,0,0,0
515,20180302181139,71,3,39,-1,0,4,-1,0,0,0,-1
516,20180302181166,80,4,20,5,1,2,2,0,0,0,0
517,20180302181191,73,4,39,2,0,5,-1,0,0,0,0
518,20180302181205,75,4,44,2,0,6,-1,0,0,0,0
519,20180302181205,85,4,24,5,1,5,5,0,0,0,0
520,20180302181215,85,4,33,5,0,6,-1,60,0,0,0
521,20180302181236,85,1,33,-1,0,3,-1,0,0,0,-1
522,20180302181244,85,1,34,-1,0,5,-1,60,0,0,-1
523,20180302181247,80,1,47,-1,0,4,-1,60,0,0,-1
524,20180302181270,76,2,33,-1,0,5,-1,0,0,0,-1
525,20180302181270,85,2,49,-1,0,6,-1,60,0,0,-1
526,20180302181270,78,4,49,5,0,7,-1,0,0,0,0
527,20180302181274,80,4,33,5,0,3,-1,60,0,0,0
528,20180302181299,85,2,44,-1,0,4,-1,60,0,0,-1
529,20180302181299,72,1,56,-1,0,5,-1,0,0,0,-1
530,20180302181310,69,4,39,5,0,3,-1,0,0,0,0
531,20180302181347,80,3,20,-1,1,2,2,0,0,0,-1
532,20180302181417,85,4,49,1,0,8,-1,60,0,0,0
533,20180302181417,85,4,49,1,0,9,-1,60,0,0,0
534,20180302181442,80,2,39,-1,0,3,-1,60,0,0,-1
535,20180302181442,85,2,40,-1,0,4,-1,60,0,0,-1
536,20180302181460,80,1,39,-1,0,6,-1,60,0,0,-1
537,20180302181489,85,4,48,2,0,2,-1,0,0,0,0
538,20180302181503,85,4,33,2,0,2,-1,60,0,0,0
539,20180302181517,80,4,33,3,0,3,-1,60,0,0,0
540,20180302181554,80,4,33,3,0,6,-1,60,0,0,0
541,20180302181572,85,4,33,10,0,2,-1,60,0,0,0
542,20180302181582,80,3,49,-1,0,2,-1,0,0,0,-1
543,20180302181582,71,4,49,5,0,3,-1,42,0,0,0
544,20180302181599,85,4,44,2,0,6,-1,0,0,0,0
545,20180302181599,85,3,44,-1,0,7,-1,0,0,0,-1
546,20180302181602,80,4,24,2,1,5,5,0,0,0,0
547,20180302181640,67,4,26,2,1,2,2,0,0,0,0
548,20180302181651,85,4,33,3,0,2,-1,60,0,0,0
549,20180302181651,52,4,44,2,0,3,-1,0,0,0,0
550,20180302181651,72,2,44,-1,0,4,-1,0,0,0,-1
551,20180302181677,80,2,47,-1,0,4,-1,60,0,0,-1
552,20180302181683,66,4,34,15,0,3,-1,0,0,0,0
553,20180302181683,80,3,43,-1,0,4,-1,0,0,0,-1
554,20180302181705,68,4,34,4,0,2,-1,0,0,0,0
555,20180302181705,85,4,47,4,0,3,-1,60,0,0,0
556,20180302181705,85,3,48,-1,0,4,-1,60,0,0,-1
557,20180302181803,85,4,33,2,0,3,-1,60,0,0,0
558,20180302181812,76,4,43,2,0,3,-1,0,0,0,0
559,20180302181812,67,1,43,-1,0,4,-1,0,0,0,-1
560,20180302181832,85,4,33,3,0,4,-1,60,0,0,0
561,20180302181869,69,4,56,2,0,3,-1,0,0,0,0
562,20180302181884,85,4,38,4,0,5,-1,60,0,0,0
563,20180302181902,80,4,33,3,0,5,-1,60,0,0,0
564,20180302181915,77,3,35,-1,0,3,-1,0,0,0,-1
565,20180302181918,85,4,44,3,0,2,-1,60,0,0,0
566,20180302181937,74,4,47,3,0,3,-1,0,0,0,0
567,20180302181978,78,4,33,2,0,3,-1,0,0,0,0
568,20180302181997,85,4,33,10,0,2,-1,60,0,0,0
569,20180302182029,68,1,44,-1,0,6,-1,0,0,0,-1
570,20180302182029,80,4,44,5,0,7,-1,0,0,0,0
571,20180302182029,80,3,41,-1,0,8,-1,0,0,0,-1
572,20180302182029,66,1,49,-1,0,9,-1,0,0,0,-1
573,20180302182029,76,4,24,10,1,2,2,0,0,0,0
574,20180302182038,69,4,38,4,0,3,-1,0,0,0,0
575,20180302182063,73,3,20,-1,1,2,2,0,0,0,-1
576,20180302182067,54,4,49,6,0,2,-1,0,0,0,0
577,20180302182093,85,2,43,-1,0,2,-1,0,0,0,-1
578,20180302182093,85,1,43,-1,0,3,-1,60,0,0,-1
579,20180302182113,69,1,33,-1,0,4,-1,0,0,0,-1
580,20180302182114,85,4,33,5,0,3,-1,60,0,0,0
581,20180302182156,71,1,40,-1,0,5,-1,0,0,0,-1
582,20180302182196,71,1,44,-1,0,2,-1,0,0,0,-1
583,20180302182227,85,4,42,2,0,3,-1,60,0,0,0
584,20180302182236,67,4,33,2,0,3,-1,0,0,0,0
585,20180302182254,80,4,33,4,0,4,-1,60,0,0,0
586,20180302182296,80,4,33,5,0,5,-1,60,0,0,0
587,20180302182296,80,2,39,-1,0,6,-1,0,0,0,-1
588,20180302182296,80,4,40,2,0,7,-1,60,0,0,0
589,20180302182303,71,2,39,-1,0,3,-1,0,0,0,-1
590,20180302182362,85,4,44,20,0,3,-1,60,0,0,0
591,20180302182362,80,4,39,20,0,4,-1,0,0,0,0
592,20180302182369,72,4,33,3,0,3,-1,0,0,0,0
593,20180302182396,63,1,44,-1,0,2,-1,0,0,0,-1
594,20180302182396,60,3,37,-1,0,3,-1,0,0,0,-1
595,20180302182432,85,4,44,2,0,3,-1,60,0,0,0
596,20180302182432,85,1,44,-1,0,4,-1,60,0,0,-1
597,20180303180036,61,4,33,2,0,4,-1,0,0,0,0
598,20180303180774,85,1,33,-1,0,5,-1,61,43,0,-1
599,20180303180774,59,4,34,3,0,6,-1,43,43,43,42
600,20180303180774,80,2,44,-1,0,7,-1,61,43,43,-1
601,20180303180854,85,4,33,3,0,2,-1,60,0,0,42
602,20180303180995,80,2,33,-1,0,3,-1,60,0,0,-1
603,20180303180995,85,2,40,-1,0,4,-1,60,0,0,-1
604,20180303181068,72,4,44,2,0,2,-1,0,0,0,0
605,20180303181335,66,1,24,-1,1,2,2,0,0,0,-1
606,20180303181335,68,1,24,-1,1,3,3,0,0,0,-1
607,20180303181521,72,3,33,-1,0,2,-1,0,0,0,-1
608,20180303181521,73,3,34,-1,0,3,-1,0,0,0,-1
609,20180303181611,85,3,43,-1,0,2,-1,0,0,0,-1
610,20180303181697,62,3,44,-1,0,2,-1,0,0,0,-1
611,20180303181723,85,4,24,5,1,2,2,0,0,0,0
612,20180303181819,85,4,40,4,0,3,-1,60,0,0,0
613,20180303182173,85,4,44,10,0,2,-1,60,0,0,0
614,20180303182243,85,2,47,-1,0,5,-1,60,0,0,-1
615,20180303182431,85,3,41,-1,0,2,-1,60,0,0,-1
616,20180312171631,85,3,47,-1,0,4,-1,61,42,0,-1
617,20180312171631,65,3,48,-1,0,5,-1,43,42,0,-1
618,20180402180010,57,4,33,1,0,4,-1,0,0,0,0
619,20180402180556,60,4,33,8,0,4,-1,0,0,0,0
620,20180402180556,64,4,34,4,0,5,-1,0,0,0,0
621,20180402180603,72,4,42,15,0,5,-1,0,0,0,0
622,20180402180647,85,3,43,-1,0,4,-1,60,0,0,-1
623,20180402180647,79,3,43,-1,0,5,-1,0,0,0,-1
624,20180402180710,71,1,33,-1,0,3,-1,0,0,0,-1
625,20180402180758,58,1,47,-1,0,3,-1,0,0,0,-1
626,20180402180932,80,2,47,-1,0,4,-1,0,0,0,-1
627,20180402180932,80,2,48,-1,0,5,-1,60,0,0,-1
628,20180402180982,70,3,43,-1,0,3,-1,0,0,0,-1
629,20180402181075,85,4,33,38,0,2,-1,60,0,0,0
630,20180402181218,46,4,38,11,0,2,-1,0,0,0,0
631,20180402181316,85,3,20,-1,1,2,2,0,0,0,-1
632,20180402181325,85,4,33,4,0,2,-1,60,0,0,0
633,20180402181472,85,4,24,2,1,3,3,0,0,0,0
634,20180402181491,79,3,34,-1,0,2,-1,0,0,0,-1
635,20180402181591,64,4,33,6,0,5,-1,0,0,0,0
636,20180402181649,85,3,34,-1,0,7,-1,0,0,0,-1
637,20180402181649,80,3,33,-1,0,8,-1,60,0,0,-1
638,20180402181684,75,4,49,2,0,3,-1,0,0,0,0
639,20180402181684,85,4,33,3,0,4,-1,60,0,0,0
640,20180402181783,80,3,43,-1,0,3,-1,60,0,0,-1
641,20180402181783,85,3,43,-1,0,4,-1,60,0,0,-1
642,20180402181911,46,2,21,-1,1,3,3,0,0,0,-1
643,20180402181939,65,1,33,-1,0,6,-1,0,0,0,-1
644,20180402181939,67,1,34,-1,0,7,-1,0,0,0,-1
645,20180402181958,85,4,56,6,0,2,-1,60,0,0,0
646,20180402181958,75,4,56,2,0,3,-1,0,0,0,0
647,20180402182092,85,4,44,2,0,3,-1,0,0,0,0
648,20180402182154,85,4,39,2,0,2,-1,60,0,0,0
649,20180402182154,79,2,43,-1,0,3,-1,0,0,0,-1
650,20180402182210,62,1,28,-1,1,2,2,0,0,0,-1
651,20180402182222,75,4,33,4,0,4,-1,0,0,0,0
652,20180402182238,85,4,44,3,0,2,-1,60,0,0,0
653,20180402182238,75,4,44,3,0,3,-1,0,0,0,0
654,20180402182327,69,1,33,-1,0,3,-1,0,0,0,-1
655,20180402182327,74,1,43,-1,0,4,-1,0,0,0,-1
656,20180402182386,85,4,34,2,0,2,-1,60,0,0,0
657,20180402182431,85,3,47,-1,0,6,-1,60,0,0,-1
658,20180402182455,80,4,33,1,0,3,-1,60,0,0,0
659,20180403180021,78,4,47,20,0,6,-1,0,0,0,0
660,20180403180023,73,3,43,-1,0,2,-1,0,0,0,-1
661,20180403180102,76,4,33,4,0,4,-1,0,0,0,0
662,20180403180105,80,1,44,-1,0,3,-1,60,0,0,-1
663,20180403180105,85,2,44,-1,0,4,-1,60,0,0,-1
664,20180403180119,80,4,39,20,0,7,-1,60,0,0,0
665,20180403180119,85,4,39,20,0,8,-1,60,0,0,0
666,20180403180515,85,4,33,2,0,2,-1,60,0,0,0
667,20180403180542,80,4,44,9,0,2,-1,60,0,0,0
668,20180403180552,85,2,47,-1,0,5,-1,60,0,0,-1
669,20180403180585,80,3,47,-1,0,5,-1,60,0,0,-1
670,20180403180586,65,4,43,3,0,2,-1,0,0,0,0
671,20180403180586,65,4,43,2,0,3,-1,0,0,0,0
672,20180403180587,80,3,43,-1,0,5,-1,60,0,0,-1
673,20180403180642,78,2,44,-1,0,2,-1,0,0,0,-1
674,20180403180642,80,2,44,-1,0,3,-1,0,0,0,-1
675,20180403180651,70,2,34,-1,0,3,-1,0,0,0,-1
676,20180403180651,85,3,47,-1,0,4,-1,0,0,0,-1
677,20180403180665,75,1,33,-1,0,3,-1,0,0,0,-1
678,20180403180670,73,2,37,-1,0,3,-1,0,0,0,-1
679,20180403180713,80,3,33,-1,0,4,-1,60,0,0,-1
680,20180403180717,85,1,44,-1,0,3,-1,60,0,0,-1
681,20180403180747,85,4,20,4,1,2,2,0,0,0,0
682,20180403180754,80,4,33,20,0,2,-1,60,0,0,0
683,20180403180763,64,4,20,5,1,2,2,0,0,0,0
684,20180403180764,72,4,41,20,0,2,-1,0,0,0,0
685,20180403180764,75,1,56,-1,0,3,-1,42,0,0,-1
686,20180403180764,79,1,56,-1,0,4,-1,42,0,0,-1
687,20180403180764,80,1,56,-1,0,5,-1,61,0,0,-1
688,20180403180764,80,1,56,-1,0,6,-1,61,0,0,-1
689,20180403180819,76,4,34,5,0,2,-1,0,0,0,0
690,20180403180831,80,1,34,-1,0,3,-1,60,0,0,-1
691,20180403180911,80,1,39,-1,0,6,-1,60,0,0,-1
692,20180403180911,80,1,40,-1,0,7,-1,60,0,0,-1
693,20180403180942,80,4,33,5,0,2,-1,60,0,0,0
694,20180403180942,85,4,44,2,0,3,-1,60,0,0,0
695,20180403180979,62,4,20,4,1,2,2,0,0,0,0
696,20180403180996,78,2,47,-1,0,6,-1,0,0,0,-1
697,20180403181049,85,4,33,12,0,3,-1,0,0,0,0
698,20180403181049,85,1,34,-1,0,4,-1,60,0,0,-1
699,20180403181050,80,1,44,-1,0,2,-1,60,0,0,-1
700,20180403181055,85,1,43,-1,0,2,-1,0,0,0,-1
701,20180403181079,61,4,49,21,0,3,-1,0,0,0,0
702,20180403181096,76,1,42,-1,0,4,-1,0,0,0,-1
703,20180403181160,80,4,34,5,0,9,-1,60,0,0,0
704,20180403181181,85,4,33,6,0,2,-1,60,0,0,0
705,20180403181188,80,4,47,4,0,5,-1,60,0,0,0
706,20180403181188,80,4,48,8,0,6,-1,60,0,0,0
707,20180403181235,85,1,39,-1,0,3,-1,60,0,0,-1
708,20180403181257,51,4,33,11,0,12,-1,0,0,0,0
709,20180403181266,69,1,33,-1,0,5,-1,0,0,0,-1
710,20180403181293,85,2,35,-1,0,2,-1,60,0,0,-1
711,20180403181306,63,4,26,2,1,2,2,0,0,0,0
712,20180403181311,75,4,20,3,1,2,2,0,0,0,0
713,20180403181329,49,4,22,49,1,3,3,0,0,0,0
714,20180403181332,79,1,39,-1,0,4,-1,0,0,0,-1
715,20180403181332,80,2,34,-1,0,5,-1,60,0,0,-1
716,20180403181398,85,4,47,30,0,2,-1,60,0,0,0
717,20180403181398,80,1,43,-1,0,3,-1,0,0,0,-1
718,20180403181435,85,3,44,-1,0,3,-1,60,0,0,-1
719,20180403181439,72,4,33,2,0,2,-1,0,0,0,0
720,20180403181439,72,3,34,-1,0,3,-1,0,0,0,-1
721,20180403181459,85,4,47,5,0,3,-1,0,0,0,0
722,20180403181508,71,1,33,-1,0,6,-1,0,0,0,-1
723,20180403181508,76,1,34,-1,0,7,-1,0,0,0,-1
724,20180403181588,63,4,33,2,0,4,-1,0,0,0,0
725,20180403181588,85,4,47,2,0,5,-1,60,0,0,0
726,20180403181588,85,1,43,-1,0,6,-1,60,0,0,-1
727,20180403181588,85,3,44,-1,0,7,-1,60,0,0,-1
728,20180403181606,85,3,43,-1,0,2,-1,60,0,0,-1
729,20180403181658,80,2,33,-1,0,2,-1,0,0,0,-1
730,20180403181658,80,2,34,-1,0,3,-1,0,0,0,-1
731,20180403181672,80,4,34,1,0,4,-1,60,0,0,0
732,20180403181686,80,4,33,2,0,3,-1,60,0,0,0
733,20180403181686,85,3,34,-1,0,4,-1,60,0,0,-1
734,20180403181706,85,3,47,-1,0,6,-1,60,0,0,-1
735,20180403181706,85,3,48,-1,0,7,-1,60,0,0,-1
736,20180403181748,66,4,33,3,0,4,-1,0,0,0,0
737,20180403181755,74,4,24,7,1,2,2,0,0,0,0
738,20180403181776,66,4,20,6,1,2,2,0,0,0,0
739,20180403181814,80,4,33,10,0,3,-1,60,0,0,0
740,20180403181814,78,4,42,2,0,4,-1,0,0,0,0
741,20180403181820,72,4,24,2,1,2,2,0,0,0,0
742,20180403181821,85,2,47,-1,0,2,-1,60,0,0,-1
743,20180403181834,85,4,49,6,0,2,-1,60,0,0,0
744,20180403181834,80,4,43,3,0,3,-1,60,0,0,0
745,20180403181834,80,4,43,8,0,4,-1,60,0,0,0
746,20180403181853,85,4,41,20,0,3,-1,60,0,0,0
747,20180403181853,80,4,56,15,0,4,-1,61,0,0,0
748,20180403181853,73,4,56,15,0,5,-1,42,0,0,0
749,20180403181853,79,4,56,15,0,6,-1,42,0,0,0
750,20180403181853,85,4,56,15,0,7,-1,61,0,0,0
751,20180403181900,65,1,33,-1,0,5,-1,0,0,0,-1
752,20180403181948,65,1,48,-1,0,5,-1,0,0,0,-1
753,20180403181953,85,4,39,10,0,3,-1,60,0,0,0
754,20180403181984,80,1,39,-1,0,6,-1,60,0,0,-1
755,20180403182033,85,1,34,-1,0,5,-1,60,0,0,-1
756,20180403182053,72,4,33,3,0,4,-1,0,0,0,0
757,20180403182053,85,2,41,-1,0,5,-1,60,0,0,-1
758,20180403182083,80,4,33,3,0,2,-1,60,0,0,0
759,20180403182107,62,4,43,2,0,2,-1,0,0,0,0
760,20180403182132,80,1,43,-1,0,2,-1,60,0,0,-1
761,20180403182132,70,1,43,-1,0,3,-1,0,0,0,-1
762,20180403182147,85,4,48,5,0,4,-1,60,0,0,0
763,20180403182160,80,4,24,5,1,4,4,0,0,0,0
764,20180403182187,85,4,33,5,0,2,-1,60,0,0,0
765,20180403182187,80,3,34,-1,0,3,-1,60,0,0,-1
766,20180403182203,71,4,33,2,0,5,-1,0,0,0,0
767,20180403182203,80,4,34,2,0,6,-1,0,0,0,0
768,20180403182210,76,1,33,-1,0,3,-1,0,0,0,-1
769,20180403182214,85,1,33,-1,0,3,-1,60,0,0,-1
770,20180403182260,59,1,40,-1,0,3,-1,0,0,0,-1
771,20180403182269,75,4,43,5,0,2,-1,0,0,0,0
772,20180403182269,85,4,43,6,0,3,-1,60,0,0,0
773,20180403182272,73,1,33,-1,0,5,-1,0,0,0,-1
774,20180403182281,85,4,33,15,0,2,-1,60,0,0,0
775,20180403182300,78,4,49,2,0,3,-1,0,0,0,0
776,20180403182306,63,4,40,4,0,5,-1,0,0,0,0
777,20180403182309,64,4,20,4,1,2,2,0,0,0,0
778,20180403182312,74,3,24,-1,1,2,2,0,0,0,-1
779,20180403182366,65,1,43,-1,0,2,-1,0,0,0,-1
780,20180403182366,68,3,43,-1,0,3,-1,0,0,0,-1
781,20180403182372,80,2,56,-1,0,2,-1,60,0,0,-1
782,20180403182372,85,2,56,-1,0,3,-1,60,0,0,-1
783,20180403182383,85,4,47,2,0,3,-1,60,0,0,0
784,20180403182395,70,4,33,5,0,6,-1,0,0,0,0
785,20180403182395,75,4,34,5,0,7,-1,0,0,0,0
786,20180403182401,74,4,33,10,0,2,-1,0,0,0,0
787,20180403182406,71,4,34,2,0,5,-1,0,0,0,0
788,20180403182412,73,1,49,-1,0,3,-1,0,0,0,-1
789,20180403182453,85,1,44,-1,0,6,-1,61,0,0,-1
790,20180403182472,71,4,44,6,0,3,-1,0,0,0,0
791,20180403182494,85,4,39,3,0,3,-1,60,0,0,0
792,20180403182537,80,3,43,-1,0,2,-1,0,0,0,-1
793,20180404180506,75,2,43,-1,0,2,-1,42,42,0,-1
794,20180404180506,85,4,43,2,0,3,-1,61,42,0,42
795,20180404180506,66,3,43,-1,0,4,-1,42,42,0,-1
796,20180404180506,85,4,43,2,0,5,-1,61,42,0,42
797,20180404180506,74,4,43,2,0,6,-1,42,42,0,42
798,20180404180657,74,4,33,15,0,3,-1,0,0,0,0
799,20180404180759,85,4,43,5,0,2,-1,60,0,0,0
800,20180404180858,80,4,41,3,0,4,-1,60,0,0,0
801,20180404180890,64,1,44,-1,0,2,-1,0,0,0,-1
802,20180404180900,80,3,33,-1,0,3,-1,60,0,0,-1
803,20180404180900,85,4,34,4,0,4,-1,60,0,0,0
804,20180404180911,74,4,43,10,0,4,-1,0,0,0,0
805,20180404180956,85,4,33,6,0,4,-1,60,0,0,0
806,20180404180956,78,4,43,3,0,5,-1,0,0,0,0
807,20180404181039,75,1,40,-1,0,4,-1,0,0,0,-1
808,20180404181060,80,4,33,3,0,2,-1,60,0,0,0
809,20180404181087,80,4,44,5,0,3,-1,0,0,0,0
810,20180404181146,80,4,33,2,0,3,-1,60,0,0,0
811,20180404181146,85,4,34,2,0,4,-1,60,0,0,0
812,20180404181146,79,4,40,2,0,5,-1,0,0,0,0
813,20180404181146,80,3,43,-1,0,6,-1,60,0,0,-1
814,20180404181152,80,4,41,5,0,9,-1,60,0,0,0
815,20180404181200,80,4,44,14,0,2,-1,0,0,0,0
816,20180404181381,68,1,43,-1,0,3,-1,0,0,0,-1
817,20180404181458,85,4,43,5,0,2,-1,60,0,0,0
818,20180404181540,85,4,41,3,0,2,-1,60,0,0,0
819,20180404181549,85,4,44,2,0,2,-1,60,0,0,0
820,20180404181549,85,4,44,2,0,3,-1,60,0,0,0
821,20180404181549,85,4,44,10,0,4,-1,0,0,0,0
822,20180404181549,85,4,44,10,0,5,-1,60,0,0,0
823,20180404181549,85,4,44,10,0,6,-1,0,0,0,0
824,20180404181699,85,4,33,10,0,3,-1,60,0,0,0
825,20180404181790,85,4,43,2,0,2,-1,60,0,0,0
826,20180404181790,85,1,44,-1,0,3,-1,60,0,0,-1
827,20180404181824,79,2,33,-1,0,3,-1,0,0,0,-1
828,20180404181890,85,1,56,-1,0,2,-1,60,0,0,-1
829,20180404181890,79,4,56,2,0,3,-1,0,0,0,42
830,20180404181906,85,4,33,2,0,2,-1,60,0,0,0
831,20180404182023,72,2,34,-1,0,2,-1,0,0,0,-1
832,20180404182042,66,4,24,2,1,2,2,0,42,0,42
833,20180404182188,85,4,37,1,0,2,-1,0,0,0,0
834,20180404182215,80,3,33,-1,0,3,-1,60,0,0,-1
835,20180404182215,80,3,34,-1,0,4,-1,60,0,0,-1
836,20180404182347,67,4,56,5,0,4,-1,0,42,0,42
837,20180404182368,85,4,49,15,0,5,-1,60,0,0,0
838,20180404182503,69,4,43,2,0,2,-1,0,0,0,0
839,20180502180922,85,1,43,-1,0,5,-1,0,0,0,-1
840,20180502180922,80,1,43,-1,0,6,-1,0,0,0,-1
841,20180502180922,75,1,43,-1,0,7,-1,0,0,0,-1
842,20180502180922,75,1,43,-1,0,8,-1,0,0,0,-1
843,20180502181410,80,4,41,2,0,7,-1,60,0,0,0
844,20180502182371,80,1,40,-1,0,6,-1,60,0,0,-1
845,20180503181021,80,4,33,10,0,4,-1,0,0,0,0
846,20180503181126,76,4,33,2,0,3,-1,0,0,0,0
847,20180503181183,69,4,33,5,0,7,-1,0,0,0,0
848,20180503181183,69,4,34,5,0,8,-1,0,0,0,0
849,20180503181183,77,4,26,3,1,5,5,0,0,0,0
850,20180503181211,72,4,43,5,0,2,-1,0,0,0,0
851,20180503181211,75,4,43,5,0,3,-1,0,0,0,0
852,20180503181483,76,4,44,4,0,3,-1,0,0,0,0
853,20180503181483,80,4,44,4,0,4,-1,60,0,0,0
854,20180503181782,64,4,29,8,1,4,4,0,0,0,0
855,20180503181878,80,4,39,3,0,5,-1,60,0,0,0
856,20180503181967,72,1,39,-1,0,5,-1,0,0,0,-1
857,20180503181990,79,4,47,2,0,5,-1,0,0,0,0
858,20180503182429,85,4,33,3,0,3,-1,60,0,0,0
859,20180504180071,85,3,44,-1,0,6,-1,61,0,0,-1
860,20180504180098,85,4,44,6,0,5,-1,60,0,0,0
861,20180504180517,85,4,33,5,0,3,-1,60,0,0,0
862,20180504180526,70,4,26,2,1,2,2,0,0,0,0
863,20180504180561,80,4,33,5,0,2,-1,60,0,0,0
864,20180504180565,70,4,41,1,0,2,-1,0,0,0,0
865,20180504180565,61,3,33,-1,0,3,-1,0,0,0,-1
866,20180504180565,80,2,48,-1,0,4,-1,0,0,0,-1
867,20180504180570,85,4,33,5,0,2,-1,60,0,0,0
868,20180504180584,77,1,47,-1,0,5,-1,42,0,0,-1
869,20180504180594,65,4,43,4,0,3,-1,0,0,0,0
870,20180504180595,85,4,43,7,0,3,-1,60,0,0,0
871,20180504180595,73,4,43,5,0,4,-1,0,0,0,0
872,20180504180597,72,4,33,2,0,2,-1,0,0,0,0
873,20180504180613,80,4,47,10,0,2,-1,0,0,0,0
